Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AC;RIO BRANCO;CODEPE COMBUSTIVEIS LTDA; 08.220.930/0001-62;RODOVIA BR-364 (RIO BRANCO-CRUZEIRO DO SUL) - ATE 2;2755;LOTE  01/02/03/04/05 E 33;PORTAL DA AMAZONIA;69915-630;GLP;01/07/2024;125,00;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;AUTO POSTO CASTANHEIRA LTDA.; 06.003.183/0001-85;ESTRADA DA FLORESTA;S/N;;FLORESTA;69906-380;GLP;01/07/2024;127,00;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;AUTO POSTO AMAPA - EIRELI; 00.529.581/0001-53;VIA CHICO MENDES;3570;;AREAL;69906-119;GLP;01/07/2024;113,00;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;AUTO POSTO ACAUAN LTDA; 00.524.999/0001-78;RODOVIA AC 40;1800;;VILA ACRE;69902-450;GLP;01/07/2024;105,00;;R$ / 13 kg;AMAZONGÁS
N;AC;RIO BRANCO;COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.198.443/0002-82;ESTRADA JARBAS PASSARINHO;115;;PLACAS;69900-970;GLP;01/07/2024;118,00;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;AUTO POSTO CANINDE LTDA; 05.442.544/0001-27;RODOVIA AC 40;3206;KM 07;VILA ACRE;69902-450;GLP;01/07/2024;105,00;;R$ / 13 kg;AMAZONGÁS
N;AC;RIO BRANCO;AUTO POSTO DISTRITO LTDA.; 04.087.649/0001-42;RUA 03;S/N;LOTE:08 ZONA:A  ST:4;DISTRITO INDUSTRIAL;69917-100;GLP;01/07/2024;118,00;;R$ / 13 kg;FOGAS
N;AC;RIO BRANCO;POSTO FLORESTA E AGROPECUARIA LTDA; 04.767.269/0001-59;ESTRADA DA FLORESTA;684;;FLORESTA;69906-380;GLP;01/07/2024;109,00;;R$ / 13 kg;AMAZONGÁS
N;RO;PORTO VELHO;POSTO MAIA LTDA; 02.745.235/0001-38;AVENIDA NAÇÕES UNIDAS;238;;NOSSA SENHORA DAS GRAÇAS;78915-040;GLP;01/07/2024;120,00;;R$ / 13 kg;FOGAS
N;RR;BOA VISTA;RORAIPETRO RORAIMA PETROLEO LTDA; 00.581.612/0002-04;AVENIDA GENERAL ATAIDE TEIVE;4412;;CAIMBE;69312-218;GLP;01/07/2024;135,00;;R$ / 13 kg;FOGAS
S;RS;CAXIAS DO SUL;POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.; 05.379.733/0001-00;AVENIDA SAO LEOPOLDO;940;;SAO LEOPOLDO;95097-350;GLP;01/07/2024;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CAXIAS DO SUL;POSTO DE SERVICOS BALDISSERA LTDA; 89.279.996/0001-20;RUA MOREIRA CESAR;686;;SAO JOSE;95034-000;GLP;01/07/2024;99,90;;R$ / 13 kg;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO L.C LTDA; 04.583.300/0001-00;RUA MOREIRA CESAR;2290;;PIO X;95034-000;GLP;01/07/2024;105,00;;R$ / 13 kg;LIQUIGÁS
S;RS;CAXIAS DO SUL;SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA; 00.547.721/0001-16;RUA ALEXANDRE RIZZO;877;;DESVIO RIZZO;95110-000;GLP;01/07/2024;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;BLUMENAU;POSTO ITOUPAVAZINHA LTDA; 02.714.732/0001-79;RUA FREDERICO JENSEN;1080;;ITOUPAVAZINHA;89066-301;GLP;01/07/2024;121,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;COMERCIO DE COMBUSTIVEIS GENESIS LTDA.; 05.740.272/0001-41;AVENIDA CONSELHEIRO NEBIAS;243;;VILA MATIAS;11060-003;GLP;01/07/2024;117,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTOS;COMERCIAL ALVORADA CENTER LTDA; 46.198.081/0001-87;AVENIDA AFFONSO PENNA;55;;BOQUEIRAO;11020-000;GLP;01/07/2024;118,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;AUTO POSTO PEDRO LESSA LIMITADA; 58.186.198/0001-20;AVENIDA PEDRO LESSA;2231;;EMBARE;11025-003;GLP;01/07/2024;119,90;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTOS;COMERCIO E SERVICOS AUTOMOTIVOS TROPICAL LTDA.; 52.864.790/0001-57;AVENIDA NOSSA SENHORA DE FATIMA;61/63;;CHICO DE PAULA;11085-202;GLP;01/07/2024;115,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;AUTO POSTO JABUCA LTDA; 47.773.510/0001-65;AVENIDA DR WALDEMAR LEAO;280;;JABAQUARA;11013-600;GLP;01/07/2024;122,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SANTOS;LINHA UM PRODUTOS DE PETROLEO LTDA; 45.046.547/0001-66;AVENIDA NS DE FATIMA;635;;AREIA BRANCA;11085-203;GLP;01/07/2024;109,90;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTOS;AUTO POSTO NOVO MILENIO LTDA; 03.542.311/0001-70;RUA CONSELHEIRO RODRIGUES ALVES;385;;MACUCO;11015-203;GLP;01/07/2024;119,90;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.; 64.545.346/0001-58;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS;1041;;JARDIM SEYON;15050-500;GLP;01/07/2024;110,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA; 55.873.269/0001-74;AVENIDA FORTUNATO ERNESTO VETORAZZO;650;;JARDIM RESIDENCIAL VETORASSO;15040-300;GLP;01/07/2024;115,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO UNIVERSITÁRIO LTDA.; 45.099.165/0001-09;AVENIDA BRIGADEIRO FARIA LIMA;5928;;VILA  SAO  MANOEL;15090-000;GLP;01/07/2024;109,00;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ZAFANI RIO PRETO LTDA; 03.389.606/0001-59;AVENIDA MONTE APRAZIVEL;2890;;ELDORADO;15043-450;GLP;01/07/2024;105,00;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;COTAM - COOPERATIVA DE CONSUMO DOS TAXISTAS AUTONOMOS DE MANAUS; 02.533.862/0001-05;AVENIDA BURITI;1569;C/ WALDOMIRO LUSTOZA;DISTRITO INDUSTRIAL;69075-001;GLP;01/07/2024;133,00;;R$ / 13 kg;FOGAS
N;AM;MANAUS;ITA LUCAS LTDA; 01.682.336/0001-44;AVENIDA COSME FERREIRA;329;;ALEIXO;69083-000;GLP;01/07/2024;130,50;;R$ / 13 kg;FOGAS
N;AM;MANAUS;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0001-20;AVENIDA BURITI;2975;;DISTRIT INDUSTRIAL I;69075-000;GLP;01/07/2024;113,99;;R$ / 13 kg;FOGAS
S;PR;CURITIBA;POSTO RODOVIA DOS MINERIOS LTDA; 79.434.999/0001-37;RUA JOSE BAJERSKI;44;;ABRANCHES;82220-320;GLP;01/07/2024;85,00;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA; 01.452.007/0004-50;RUA PROF JOAO S BARCELOS;1796;;BOQUEIRAO;81670-000;GLP;01/07/2024;99,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;POSTO CANAL BELEM LTDA; 00.165.412/0001-81;RUA JOSE HAUER;536;;UBERABA;81580-330;GLP;01/07/2024;78,90;;R$ / 13 kg;BRANCA
S;SC;ITAJAI;POSTOMIO AUTOCAR LTDA; 04.825.319/0001-07;RUA EMILIA DOS SANTOS;47;ESQ RUA INDAIAL;SAO JOAO;88304-350;GLP;01/07/2024;99,00;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;CENTRO COMERCIAL UNIVERSITARIO LTDA; 03.456.966/0001-26;RUA MODESTO FERNANDES VIEIRA;155;;DOM BOSCO;88303-396;GLP;01/07/2024;129,00;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO MILLENIUM LTDA; 02.354.988/0001-12;RUA INDAIAL;875;;SÃO JUDAS;88302-301;GLP;01/07/2024;99,00;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO 1350 LTDA; 02.315.421/0001-37;RUA HEITOR LIBERATO;2430;;SAO JOAO;88304-101;GLP;01/07/2024;99,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;FRANCA;AUTO POSTO SOUZA CUNHA LTDA; 04.930.554/0001-49;AVENIDA MAJOR NICACIO;2780;;VILA SANTA CRUZ;14403-460;GLP;01/07/2024;108,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO JOSE DOS CAMPOS;AUTO CENTER PAIVA & CIA LTDA; 63.957.708/0001-55;AVENIDA BENEDITO FRIGGI;3400;;JARDIM NOVA DETROIT;12224-480;GLP;01/07/2024;89,90;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO JOSE DOS CAMPOS;GALO BRANCO SERVICOS AUTOMOTIVOS LTDA - EPP; 03.142.909/0001-72;AVENIDA ANTONIO GALVAO JUNIOR;323;;RESIDEN. GALO BRANCO;12247-570;GLP;01/07/2024;89,99;;R$ / 13 kg;BRANCA
SE;SP;SANTO ANDRE;PALMARES COM.GAS ACESSORIOS LTDA.ME; 00.256.697/0001-66;AVENIDA GAGO COUTINHO;678;;VL PALMARES;09152-030;GLP;01/07/2024;99,99;;R$ / 13 kg;LIQUIGÁS
N;AC;RIO BRANCO;J L A VALENCA LTDA; 00.405.588/0001-63;AVENIDA SUL;196;;CONJUNTO TUCUMA;69919-676;GLP;01/07/2024;124,00;;R$ / 13 kg;FOGAS
SE;MG;UBERABA;FLAMAGAS LTDA; 00.414.683/0001-23;RUA ESTRELA DO SUL;514;;NOSSA SENHORA DA ABADIA;38026-380;GLP;01/07/2024;90,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;F P DISTRIBUIDORA DE GAS LTDA ME; 00.443.260/0001-31;RUA CUPERTINO;17;;QUINTINO;21380-150;GLP;01/07/2024;87,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;ANAPOLIS;ALVES DA SILVA E VIEIRA LTDA.; 00.514.407/0001-37;AVENIDA DAS ROSAS;70;;JARDIM ALEXANDRINA;75060-430;GLP;01/07/2024;100,00;;R$ / 13 kg;BRANCA
NE;PB;JOAO PESSOA;COMERCIO DE GAS MANDACARU LTDA; 00.698.039/0001-24;RUA JOAO DE BRITO L MOURA;65;;MANDACARU;58027-070;GLP;01/07/2024;110,00;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;MARLENE LOUBACK DE OLIVEIRA - ME; 00.794.237/0001-91;RUA JOSÉ FELIX MARTINS Nº 708 A;S/N;;MANTIQUEIRA;31660-100;GLP;01/07/2024;105,00;;R$ / 13 kg;BRANCA
CO;MT;CUIABA;DRAGAO COMERCIO DE GAS E AGUA LTDA; 00.971.579/0001-30;AVENIDA BRASIL (NUC HAB CPA II);12;QUADRA47;MORADA DA SERRA;78055-508;GLP;01/07/2024;120,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;DAVID MANUEL  BRAZ; 01.151.195/0001-33;RUA BARAO DE MONTE SANTO;103;A;MOOCA;03123-020;GLP;01/07/2024;119,99;;R$ / 13 kg;ULTRAGAZ
S;RS;PELOTAS;COMERCIAL DE GAS PELOTENSE EIRELI; 01.217.601/0001-13;RUA MARCILIO DIAS;2774;;CENTRO;96020-480;GLP;01/07/2024;101,90;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;ELENICE MACHADO FEITOSA GAS; 01.390.254/0001-26;AVENIDA BOTURUSSU;1118;;PQ BOTURUSSU;03802-000;GLP;01/07/2024;95,00;;R$ / 13 kg;COPA ENERGIA
SE;MG;BELO HORIZONTE;LILICO GAS LTDA; 01.582.488/0001-75;RUA BELMIRO BRAGA;740;;CAICARA ADELAIDE;30720-520;GLP;01/07/2024;120,00;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;MARIVELTO BARBOSA DA ROCHA; 01.589.229/0001-76;RUA PADRE JOSÉ F NETO;136;CONJ. J PETRÓPOLIS;PETROPOLIS;69067-310;GLP;01/07/2024;117,00;;R$ / 13 kg;AMAZONGÁS
SE;SP;DIADEMA;DISTRIBUIDORA DE GÁS E ÁGUA JARDIM ELLEN LTDA.- ME; 01.960.255/0001-69;AVENIDA NOSSA SENHORA DOS NAVEGANTES;478;;ELDORADO;09972-260;GLP;01/07/2024;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PB;JOAO PESSOA;MURILO JOSE FERREIRA; 01.998.829/0001-98;RUA JORNALISTA RAFAEL MORORO;S?N;;RANGEL;58070-130;GLP;01/07/2024;90,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;N B PEREIRA; 02.024.898/0001-63;RUA DONA RACHEL SOUZA;236;;PETRÓPOLIS;69063-000;GLP;01/07/2024;123,00;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;R.C.SILVA BARBOSA-ME; 02.200.742/0001-96;R CARLOTA ÁREAS;42;QD 359 CJ CN ET4 NC 16;CIDADE NOVA;69098-250;GLP;01/07/2024;121,00;;R$ / 13 kg;FOGAS
S;RS;NOVO HAMBURGO;GAS EXPRESSO COMERCIO DE GAS LTDA; 02.264.480/0001-23;RUA GETULIO VARGAS;11;;PATRIA NOVA;93410-050;GLP;01/07/2024;96,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;VALDEMIR LOURENÇO ALMERON LONDRINA; 02.306.556/0001-36;RUA ERENILDA MARIA DE JESUS;163;;JARDIM PIAZENTIN;86043-220;GLP;01/07/2024;90,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;INTERGAZ  COM. E TRANSP. DE GAZ ENGARRAFADO E COM. E TRANSP. DE AGUA MINERAL LTDA; 02.397.097/0001-43;AVENIDA DO CURSINO;3626;;VILA MORAES;04132-002;GLP;01/07/2024;119,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;PETROPOLIS;IMPERIAL COM E TRANSPORTE DE GÁS LTDA.; 02.514.788/0001-80;RUA VIGÁRIO CORREA;434;;CORREAS;25720-320;GLP;01/07/2024;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;CUIABA;BOTURA & FAGUNDES LTDA; 02.636.146/0002-34;AVENIDA RUI BARBOSA - LOTEAMENTO PRU;9;QUADRA 30;RECANTO DOS PASSAROS;78075-840;GLP;01/07/2024;95,00;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;DISTRIBUIDORA LADAGAS LTDA; 02.799.614/0001-00;RODOVIA MG 5;300;;GOIANIA;31950-000;GLP;01/07/2024;95,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;RIBEIRAO PRETO;MERCANTIL CARDOSO RIBEIRO LTDA ME; 02.811.485/0001-29;AVENIDA PIO XII;1666;;VILA VIRGÍNIA;14030-240;GLP;01/07/2024;95,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;TELEGÁS CÉU AZUL LTDA ME; 03.044.701/0001-10;RUA MARIA GERTRUDES SANTOS;801;;CEÚ AZUL;31578-300;GLP;01/07/2024;95,00;;R$ / 13 kg;BRANCA
N;AC;RIO BRANCO;M. L. CORREIA & LIMA LTDA - ME; 03.094.740/0001-22;RUA SANTA LUZIA;190;CAIXA POSTAL 265;JARDIM ELDORADO;69918-340;GLP;01/07/2024;109,00;;R$ / 13 kg;FOGAS
S;SC;JOINVILLE;JOINVILLE COMERCIO E TRANSPORTE DE GAS LTDA; 03.204.755/0001-04;RUA BENJAMIN CONSTANT;3915;;COSTA E SILVA;89217-001;GLP;01/07/2024;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;MAREL COMÉRCIO DE GÁS LTDA.; 03.296.479/0001-43;PRAÇA ANDRÉ MACIEL;1;B;MOOCA;03181-090;GLP;01/07/2024;124,90;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;CANGAIBA COMERCIO DE GAS LTDA; 03.430.326/0001-47;AVENIDA CANGAIBA;3639;;CANGAIBA;03711-001;GLP;01/07/2024;100,00;;R$ / 13 kg;BRANCA
S;PR;LONDRINA;C. A. PARALEGO; 03.622.903/0001-00;AVENIDA HARRY PROCHET;1155;;GREEN VILLE;86047-040;GLP;01/07/2024;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;FOZ DO IGUACU;CATARATAS COMERCIO DE GAS LTDA; 03.644.940/0001-01;RUA MANOEL BANDEIRA;111;;VILA BRASILIA;85853-210;GLP;01/07/2024;110,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;FIORI COMERCIO GAS LTDA ME; 03.746.208/0001-42;AV CANGAIBA;1031;;CANGAIBA;03711-000;GLP;01/07/2024;104,99;;R$ / 13 kg;LIQUIGÁS
NE;MA;IMPERATRIZ;BORSOI REVENDEDORA DE GAS E TRANSPORTES LTDA; 03.983.360/0001-49;RODOVIA BR-010;12;;MARANHAO NOVO;65903-140;GLP;01/07/2024;100,00;;R$ / 13 kg;COPA ENERGIA
SE;RJ;RIO DE JANEIRO;IRAPIRANGA DISTRIBUIDORA DE GÁS LTDA. - ME; 03.985.248/0001-47;RUA GUIRAREIA V EMA;1158;;IRAJÁ;21371-420;GLP;01/07/2024;89,00;;R$ / 13 kg;ULTRAGAZ
S;PR;FOZ DO IGUACU;MARACAJU - COMERCIO DE GAS LTDA; 04.249.932/0001-23;AVENIDA TANCREDO NEVES;3400;KM 4,5;BAIRRO PORTO BELO;85867-000;GLP;01/07/2024;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;VENEZA-GAS COMERCIAL LTDA; 04.561.623/0001-94;RUA MATAPI;20;;JACARE;20975-170;GLP;01/07/2024;95,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;RC GAS LTDA; 04.711.306/0001-07;RUA FURKIM WERNEK;1333;;TUPI;31840-050;GLP;01/07/2024;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;UBERLANDIA;MOURA GÁS LTDA.; 04.813.047/0001-25;AV. FRANCISCO RIBEIRO;2604;;SEGISMUNDO PEREIRA;38408-186;GLP;01/07/2024;100,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;SHOW GAS COMERCIO DE GAS LTDA.; 05.314.909/0001-38;AVENIDA PADRE ARLINDO VIEIRA;3565;;JARDIM VERGUEIRO;04166-003;GLP;01/07/2024;114,99;;R$ / 13 kg;ULTRAGAZ
N;AC;RIO BRANCO;RAIMUNDO NONATO DE MESQUITA ME.; 05.397.229/0001-25;AVENIDA NOROESTE;114;CONJ. TUCUMÃ;DISTRITO INDUSTRIAL;69917-000;GLP;01/07/2024;120,00;;R$ / 13 kg;FOGAS
NE;PB;JOAO PESSOA;JOAO MAGLIANO PECORELLI; 08.575.284/0001-56;AV VASCO DA GAMA;90;;JAGUARIBE;58015-180;GLP;01/07/2024;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;TRANSPORTADORA E COMÉRCIO RIO NORTE LTDA; 29.514.163/0001-74;RUA GUATEMALA;311;GALPÃO;PENHA;21020-170;GLP;01/07/2024;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;WRM GAS LTDA; 50.223.296/0001-88;RUA  FIRMINOPOLIS;149;;JARDIM VISTA ALEGRE;02878-000;GLP;01/07/2024;97,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;GAZMIM COM. E TRANSP. DE GÁS ENGARRAFADO E COM. E TRANSP. DE ÁGUA MINERAL LTDA; 53.013.595/0001-86;AVENIDA DO CURSINO;2120;;SAUDE;04132-010;GLP;01/07/2024;119,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;TAWARA COMERCIO DE GAS LTDA - EPP; 57.876.369/0001-80;RUA IBIRAREMA;87;;BOSQUE DA SAÚDE;04136-000;GLP;01/07/2024;125,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;UBERLANDIA;GÁS RELÂMPAGO LTDA; 68.493.543/0001-21;AVENIDA FREDERICO TIBERY;356;;TIBERY;38406-154;GLP;01/07/2024;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;ORLIGÁS COMÉRCIO E TRANSPORTE DE GÁS LTDA.; 74.122.888/0001-71;RUA BARTOLOMEU LOURENÇO DE GUSMAO;4184;;BOQUEIRAO;81730-040;GLP;01/07/2024;85,00;;R$ / 13 kg;LIQUIGÁS
S;SC;CRICIUMA;SUL GAS LTDA.; 78.813.680/0001-50;AVENIDA LUIZ LAZZARIN;2387;;MARIA CEU;88810-350;GLP;01/07/2024;105,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;CREUZA ALVES PIRES - ME; 84.123.157/0001-02;RUA CANOPUS;32;;LIRIO DO VALE;69038-000;GLP;01/07/2024;126,00;;R$ / 13 kg;FOGAS
SE;SP;SAO PAULO;VALDEMAR BARONE SANTOS SOBRINHO - ME; 00.308.325/0001-36;RUA CUMAI;197;;VI ESPERANCA;36490-400;GLP;01/07/2024;99,99;;R$ / 13 kg;BRANCA
S;PR;LONDRINA;SUL COMERCIO DE GAS LTDA; 02.886.374/0001-81;RUA PAULO LOTZ;306;;JD. MONTE BELO;86041-580;GLP;01/07/2024;90,00;;R$ / 13 kg;BRANCA
S;PR;MARINGA;E. FERREIRA - GAS; 05.372.857/0001-56;AVENIDA VEREADOR ANTONIO BORTOLOTTO;143;;DISTRITO IGUATEMI;87103-002;GLP;01/07/2024;100,00;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;NATAN LUCIANO MARTINS; 22.812.259/0001-70;RUA JOSE FLORENCIO;95;;PETROPOLIS;69063-390;GLP;01/07/2024;116,00;;R$ / 13 kg;AMAZONGÁS
S;SC;BLUMENAU;AMAURI DELGADO DA SILVA & CIA LTDA.; 04.540.932/0001-88;RUA FRANCISCO VAHLDIECK;1021;;FORTALEZA;89056-000;GLP;01/07/2024;100,00;;R$ / 13 kg;ULTRAGAZ
S;SC;BLUMENAU;MC COMERCIO DE GAS E AGUA LTDA; 05.350.973/0001-74;RUA GUILHERME SCHARF;455;;ITOUPAVA CENTRAL;89060-000;GLP;01/07/2024;100,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;DIADEMA;REYGAS COMERCIO E TRANSPORTE DE GAS LTDA. EPP; 00.319.201/0001-56;AVENIDA DOM JOAO VI;996;;JD. SANTA RITA;09940-150;GLP;01/07/2024;109,99;;R$ / 13 kg;ULTRAGAZ
CO;MT;CUIABA;OFEJ COMERCIO DE AGUA E GAS LTDA; 03.769.578/0001-03;AVENIDA ARQUIMEDES PEREIRA LIMA;S/N;QUADRA 60;BOA ESPERANCA;78068-305;GLP;01/07/2024;135,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;MARK GREEN DISTRIBUIDORA DE GAS LTDA. - ME.; 04.216.171/0001-03;RUA DIAS DE TOLEDO;190;;SAUDE;04143-030;GLP;01/07/2024;115,00;;R$ / 13 kg;ULTRAGAZ
SE;RJ;RIO DE JANEIRO;DAYANA GAZ COMERCIO LTDA; 03.609.532/0002-08;RUA URUTIM;111;;PENHA CIRCULR;21210-150;GLP;01/07/2024;90,00;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;ARLINDO CARLOS VERA EIRELI; 06.701.742/0009-88;RUA LUIS DOMINGUES;396;;ENTRONCAMENTO;65913-000;GLP;01/07/2024;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PI;TERESINA;T DE L N FERREIRA LTDA; 05.584.976/0006-87;CONJUNTO RAIMUNDO PORTELA;B/1;QUADRA 91 LOTE 08;PROMORAR;64027-970;GLP;01/07/2024;95,00;;R$ / 13 kg;BAHIANA
SE;MG;UBERLANDIA;RICARDO PAULINO; 06.032.704/0001-22;AVENIDA ESPANHA;1670;;TIBERY;38405-048;GLP;01/07/2024;105,00;;R$ / 13 kg;BRANCA
N;AC;RIO BRANCO;D. PEREIRA DA SILVA-ME; 05.981.141/0001-56;RUA JOSE MAGALHAES;950;;CONQUISTA;69914-320;GLP;01/07/2024;103,00;;R$ / 13 kg;AMAZONGÁS
CO;GO;APARECIDA DE GOIANIA;ARAXAM GAS COMERCIO E TRANSPORTE LTDA; 06.191.872/0001-60;RUA H 112;SN;QUADRA271                 LOTE  7;CIDADE VERA CRUZ;74937-110;GLP;01/07/2024;110,00;;R$ / 13 kg;LIQUIGÁS
N;TO;PALMAS;SUPER CHAMA GAS LTDA; 06.194.282/0001-91; (205 SUL ) ACSV SO 22 AV LO 5 LOTE 02;S/N;SC;CENTRO;77015-308;GLP;01/07/2024;125,00;;R$ / 13 kg;ULTRAGAZ
SE;RJ;NITEROI;BIG GAS NITEROI COM E TRANS DE GAS, GELO E BEBIDAS LTDA; 05.165.627/0001-16;RUA VEREADOR JOSÉ VICENTE SOBRINHO;257;;ENGENHOCA;24110-130;GLP;01/07/2024;89,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;SILGAS COMERCIO DE GAS LTDA; 04.911.256/0001-01;RUA JOAO MAGELA LUZ;78;;CEU AZUL;31580-050;GLP;01/07/2024;89,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;JFS COMÉRCIO DE GAS LTDA; 05.967.957/0001-25;RUA COLONIA DA GLORIA;314;;JD DA GLORIA;04113-001;GLP;01/07/2024;119,99;;R$ / 13 kg;BRANCA
SE;RJ;RIO DE JANEIRO;LU GÁS COMÉRCIO DE GÁS LTDA; 07.000.036/0001-14;AVENIDA MERITI;3293;;CORDOVIL;21250-141;GLP;01/07/2024;96,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARACATUBA;C A Z AFFONSO - ME.; 03.057.896/0001-33;AVENIDA ODORINDO PERENHA;741;;JD. UMUARAMA;16058-703;GLP;01/07/2024;85,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;LONDRINA;PATRÍCIA BATINI ARAÚJO; 04.912.498/0001-10;RUA MITOMO SIMAMURA;327;;JD. PIAZENTIN;86043-030;GLP;01/07/2024;95,00;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;TOP GAS COMERCIO DE GAS LTDA; 06.375.339/0001-59;AVENIDA PRESIDENTE KENNEDY;1475;;MARACANA;75040-040;GLP;01/07/2024;100,00;;R$ / 13 kg;LIQUIGÁS
N;TO;PALMAS;TOCANTINS COMERCIO DE GAS E AGUA MINERAL LTDA - ME; 07.423.829/0001-46;AVENIDA NS 10 QD ASR-SE 65 LOTES 13/14;S/N;S/C;CENTRO;77022-102;GLP;01/07/2024;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
