Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;GOVERNADOR VALADARES;MARLON MOREIRA TECHIO;15131151000156;RUA PORTUGAL;200;;GRA-DUQUESA;35057-610;GLP;23/12/2025;125;;R$ / 13 kg;COPA ENERGIA
SE;RJ;ANGRA DOS REIS;RONEY JOSÉ DA SILVA - ME;02401257000180;RUA   IVO CANDIDO TEIXEIRA;36;;JAPUIBA (CUNHAMBEBE);23934-085;GLP;23/12/2025;126,9;;R$ / 13 kg;BRANCA
SE;SP;ASSIS;IZABELA CORTEZ - COMERCIO DE GÁS - ME;22504188000148;RUA ANTONIO VIEIRA DIAS;1061;;CENTRO;19814-381;GLP;23/12/2025;120;;R$ / 13 kg;ULTRAGAZ
NE;RN;NATAL;L.A LIMA DE OLIVEIRA - ME;21869456000162;AVENIDA PRUDENTE DE MORAIS;6576;;LAGOA NOVA;59064-630;GLP;23/12/2025;110;;R$ / 13 kg;MINASGAS
SE;MG;ITAUNA;VARZEA GÁS LTDA ME;21634003000157;R SAFIRA;222;;PADRE EUSTÁQUIO;35680-159;GLP;23/12/2025;136;;R$ / 13 kg;BRANCA
S;RS;PASSO FUNDO;JOSIANE & ROBSON COMERCIO DE GAS LTDA. - ME;22868311000100;AVENIDA   DIAMANTINA;194;;SAO LUIZ GONZAGA;99054-060;GLP;23/12/2025;125;;R$ / 13 kg;BRANCA
CO;GO;VALPARAISO DE GOIAS;NALVA GÁS LTDA - ME;22932787000162;QUADRA 21;S/N;CHACARA 15 B LOTE 01;SETOR DE CHACARAS ANHANGUERA C;72871-673;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
SE;ES;COLATINA;CVC COMERCIO DE GAS LTDA;22726773000192;AVENIDA BRASIL;3411;GALPAOB;MARIA DAS GRACAS;29705-019;GLP;23/12/2025;99;;R$ / 13 kg;ULTRAGAZ
SE;SP;JAU;DELGADO DISTRIBUIDORA DE GAS LTDA;22865321000191;AVENIDA JOAO FERRAZ NETTO;1520;;JARDIM FERREIRA DIAS;17209-655;GLP;23/12/2025;110;;R$ / 13 kg;LIQUIGÁS
SE;MG;ALFENAS;MAGLIONI RIBEIRO & CIA LTDA;21414958002223;RUA JOSE CONSTANCIO DA SILVEIRA;473;;JARDIM AEROPORTO;37130-001;GLP;23/12/2025;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;JEQUIE;JV COM VAREJ DE GÁS LTDA - ME;23013800000142;RUA ANTONIO DE JESUS PEREIRA;100;;POMPILIO SAMPAIO;45206-057;GLP;23/12/2025;87,99;;R$ / 13 kg;LIQUIGÁS
S;PR;MARINGA;HRA COMERCIO DE GAS LTDA - EPP;23531126000198;AVENIDA DOS PALMARES;1016;;JARDIM AMERICA;87045-290;GLP;23/12/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;UMUARAMA;R. MIRANDA DOS SANTOS - COMERCIO DE GAS;22444832000130;AVENIDA RIO GRANDE DO NORTE;4447;;ZONA V;87504-000;GLP;23/12/2025;120;;R$ / 13 kg;BRANCA
CO;MT;CACERES;C. A. NEVES TRINDADE LTDA;17665230000172;AVENIDA NOSSA SENHORA DO CARMO;1350;;VILA REAL;78201-320;GLP;23/12/2025;125;;R$ / 13 kg;ULTRAGAZ
SE;SP;GUARATINGUETA;COMERCIAL SAO JOAO GUARATINGUETA LTDA;13852274000150;AVENIDA JOAO PESSOA;1781;;PEDREGULHO;12515-010;GLP;23/12/2025;84,9;;R$ / 13 kg;FOGAS
SE;MG;VARGINHA;CILBER DE PAIVA PAULA;24053721000128;AVENIDA PLINIO SALGADO;102;;BOM PASTOR;37014-160;GLP;23/12/2025;90;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;JUAZEIRO DO NORTE;J E GÁS E ÁGUA LTDA;23183765000100;RUA RUI BARBOSA;1995;;LIMOEIRO;63030-000;GLP;23/12/2025;120;;R$ / 13 kg;BRANCA
SE;SP;JAU;DISK GAS E AGUA IARA LTDA;11054636000132;AVENIDA ZEZINHO MAGALHAES;1979;;VILA NOVA JAU;17205-190;GLP;23/12/2025;100;;R$ / 13 kg;ULTRAGAZ
N;PA;CASTANHAL;C J DA COSTA SOUSA EIRELI ME;23915990000193;RUA JOSÉ PRIANTE;522;;IANETAMA;68745-688;GLP;23/12/2025;115;;R$ / 13 kg;BAHIANA
SE;SP;SAO JOAO DA BOA VISTA;THIAGO OSMAR CANDIO BERNARDO;23537107000179;AVENIDA PROFESSORA ISETTE CORREA FONTAO;1931;;JARDIM DAS FLORES;13876-750;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
SE;ES;VILA VELHA;KUSTER GAS LTDA - ME;23983967000136;RUA ARISTON FERNANDES DE ALMEIDA;8;;ATAÍDE;29119-042;GLP;23/12/2025;100;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;FT COMERCIO DE GAS LTDA;15299532000149;AVENIDA ITALIA;286;;GRA-DUQUESA;35057-380;GLP;23/12/2025;115;;R$ / 13 kg;ULTRAGAZ
SE;SP;COSMOPOLIS;ZERO GÁS E ÁGUA COMERCIAL EIRELI ME;23530733000133;AVENIDA DA SAUDADE;2539;;RECANTO DOS COLIBRIS;13150-000;GLP;23/12/2025;95;;R$ / 13 kg;BRANCA
SE;RJ;NILOPOLIS;KELLY GÁS COMERCIO DE BOTIJÃO DE GÁS LTDA;21195629000104;ESTRADA ELISEU DE ALVARENGA;S/N;LT 01;CENTRO;26525-102;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;JUCILANE DE CASTRO LOPES COELHO;21700171000101;AV PADRE LEONARDO SENNE;364;FUNDOS;ALTINOPOLIS;35010-970;GLP;23/12/2025;125;;R$ / 13 kg;LIQUIGÁS
CO;MT;VARZEA GRANDE;JACQUELYNE TABORY ME;18005248000100;AVENIDA FILINTO MULLER;2187 A;;AGUA VERMELHA;78138-000;GLP;23/12/2025;105;;R$ / 13 kg;COPA ENERGIA
CO;GO;TRINDADE;ROSANGELA APARECIDA DE LIMA;23229712000182;RUA 4;914;QUADRA 06 LOTE 07;VILA AUGUSTUS;75391-526;GLP;23/12/2025;105;;R$ / 13 kg;BRANCA
SE;ES;VITORIA;CPC DISTRIBUIDORA DE GAS LTDA;24333859000180;RUA MARINS ALVARINO;544;LOJA  01;ITARARE;29047-660;GLP;23/12/2025;120;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;ABREU & LIMA COMERCIO DE GAS LTDA;24398932000100;RUA SAO JOAO BATISTA DO GLORIA;425;;JARDIM LEBLON;31540-100;GLP;23/12/2025;97,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;PERI PERI COMERCIO DE GÁS LTDA - EPP;24423589000107;AVENIDA MINISTRO LAUDO FERREIRA DE CAMARGO;167;;JARDIM PERI PERI;05537-001;GLP;23/12/2025;109,99;;R$ / 13 kg;BRANCA
S;RS;CACHOEIRA DO SUL;SCHLOTTFELDT & SCHLOTTFELDT LTDA;24566548000161;RUA DONA ODENIRA;33;;OLIVEIRA;96505-292;GLP;23/12/2025;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;APARECIDA DE GOIANIA;ULTRA MAIS GAS LTDA;23875520000143;RUA ECOCATU;SN;QUADRA36                  LOTE  12;JARDIM HELVECIA;74933-310;GLP;23/12/2025;95;;R$ / 13 kg;BRANCA
SE;RJ;NILOPOLIS;ARRUDA AGUIAR REVENDEDORA DE GAS LTDA;24259363000104;ESTRADA MARECHAL CASTELO BRANCO;810;LOJA;CENTRO;26525-124;GLP;23/12/2025;115;;R$ / 13 kg;BRANCA
SE;SP;ASSIS;D GARCIA DE SOUZA GAS;23303409000182;RUA VEREADOR DAVID PASSARINHO;620;;VILA SOUZA;19804-400;GLP;23/12/2025;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO JOAO DA BOA VISTA;VANDA PEREIRA RAMOS PEREIRA 1728702830;20725531000159;AVENIDA PROFESSORA  ISETTE CORREA FONTAO;1390;;JARDIM DAS FLORES;13876-750;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
SE;SP;ITAPECERICA DA SERRA;DA SERRA DISTRIBUIDORA DE GAS LTDA;24822560000190;AVENIDA QUINZE DE NOVEMBRO;1391;;CENTRO;06850-100;GLP;23/12/2025;114,99;;R$ / 13 kg;CONSIGAZ
NE;CE;SOBRAL;C. H. NOGUEIRA COMERCIO DE GAS LTDA;69701712000800;RUA DO ATACADO;610;;CIDADE GERARDO CRISTINO DE MENEZES;62010-970;GLP;23/12/2025;118;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;ANANINDEUA;LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA;06266344000638;AV INDEPENDENCIA;83;LOTE 01 A 10 QUADRAH RESIDEN. OURO PETRO;QUARENTA HORAS;67120-406;GLP;23/12/2025;101;;R$ / 13 kg;BRANCA
SE;SP;ARACATUBA;FERNANDA PEDAO DA SILVA;24727717000106;AVENIDA PRESTES MAIA;1434;;AMIZADE;16074-325;GLP;23/12/2025;98;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;APARECIDA DE GOIANIA;JANAINA LUCIANO DA ROCHA 02969298678;24498049000184;AVENIDA SENADOR  PEDRO LUDOVICO TEIXEIRA;S/N;QUADRA 52 LOTE 07;ILDA;74935-830;GLP;23/12/2025;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;RENATO PALHENA DE SOUZA ME;23281676000104;RUA   CARIRÉ;35;;NOVO ALEIXO;69098-000;GLP;23/12/2025;133;;R$ / 13 kg;FOGAS
CO;GO;TRINDADE;ZAQUEU DA SILVA CARDOSO 73565822104;24033275000190;RUA FILOGOMES ALVES DE CARVALHO;0;QD 3 LOTE 1 A;SETOR VIDA NOVA;75393-717;GLP;23/12/2025;94,99;;R$ / 13 kg;LIQUIGÁS
CO;GO;AGUAS LINDAS DE GOIAS;ELTON G. DE SANTANA - DISTRIBUIDORA - ME;21589515000149;Q QUADRA 32;S/N;LOTE 01SALA 01 RUA 16;JARDIM DA BARRAGEM II;72920-100;GLP;23/12/2025;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;NASA GAS LTDA;25276558000125;AVENIDA ENGENHEIRO  QUEIRÓS TELES;114;;JARDIM D'ABRIL;05399-030;GLP;23/12/2025;119,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SAO LUIZ GONZAGA;MAURICEIA ALINE BREMM  01298152097;25008646000146;RUA SILVA JARDIM;1745;CASA;CENTRO;97800-000;GLP;23/12/2025;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTO ANGELO;EVARISTO I. C. FURIAN;04045417000202;TRAVESSA CARLOS FELDMANN;275;;OLIVEIRA;98801-345;GLP;23/12/2025;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;BELO HORIZONTE;AGUIA GAS E AGUA LTDA - ME;20531319000231;RUA   PARÁ DE MINAS;252;;PADRE EUSTÁQUIO;30730-440;GLP;23/12/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SOROCABA;AERO GAS SOROCABA EIRELI;26337793000122;AVENIDA SANTOS DUMONT;712;;JARDIM ANA MARIA;18065-290;GLP;23/12/2025;125;;R$ / 13 kg;ULTRAGAZ
SE;SP;SERTAOZINHO;A.C. BONBONATI & CIA LTDA ME;71324701000124;RUA SEBASTIÃO SAMPAIO;558;;CENTRO;14160-600;GLP;23/12/2025;96,99;;R$ / 13 kg;LIQUIGÁS
SE;MG;BELO HORIZONTE;JONATHAN ALEXANDER RODRIGUES CALIXTO 11149208600;26409591000149;RODOVIA MG-5;912;;IPE;31930-010;GLP;23/12/2025;99,99;;R$ / 13 kg;BRANCA
CO;GO;MINEIROS;LIONEI FRAGA RIBEIRO ME;26438634000114;AVENIDA SÃO JOÃO;SN;QUADRA 214 LOTE 18;NOSSA SENHORA APARECIDA;75830-000;GLP;23/12/2025;128;;R$ / 13 kg;LIQUIGÁS
NE;BA;SALVADOR;L. DA S. FARIAS GAS;26907679000190;TRAVESSA DO MEIO;61;;ITAPUA;41610-775;GLP;23/12/2025;119,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;IPATINGA;EDIMAR PATRICIO BARBOSA 05982897639;23011239000162;AVENIDA GERASA;2286;;BETHANIA;35164-056;GLP;23/12/2025;118;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;NACOES UNIDAS AUTO POSTO LTDA;26372055000116;AVENIDA AMAZONAS;1,518;;NOSSA SENHORA DAS GRACAS;76804-160;GLP;23/12/2025;135;;R$ / 13 kg;FOGAS
CO;GO;TRINDADE;AMANDA APARECIDA DO VALE;27108918000105;AVENIDA RUI BARBOSA;1468;QUADRA13                  LOTE  11;SETOR JARDIM MARISTA;75383-498;GLP;23/12/2025;94,99;;R$ / 13 kg;LIQUIGÁS
S;SC;CACADOR;PAULO ROGERIO ROSALEN;21937108000185;RUA SENADOR SALGADO FILHO;920;;CENTRO;89500-296;GLP;23/12/2025;120;;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;CENTRAL COMERCIO DE GAS EIRELI - ME;26536992000160;RUA 25 DE DEZEMBRO;747;;OSEAS;48700-000;GLP;23/12/2025;125;;R$ / 13 kg;LIQUIGÁS
CO;GO;APARECIDA DE GOIANIA;ROGERIO E WANDER LTDA;26457186000104;AVENIDA CURUSSA;SN;QUADRA24                  LOTE  01;CARDOSO;74933-077;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;QUEIROZ DISTRIBUIDORA E CONVENIÊNCIA EIRELI - ME;22642962000187;AVENIDA PINHEIRO MACHADO;1941;;SÃO CRISTÓVÃO;76804-047;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
CO;GO;AGUAS LINDAS DE GOIAS;R F DA SILVA COMERCIO DE GAS LTDA;27304873000144;QUADRA QUADRA 3;SN;LOTE  01;CONDOMINIO RESIDENCIAL EMBAIXADOR;72917-146;GLP;23/12/2025;96,99;;R$ / 13 kg;ULTRAGAZ
N;RR;BOA VISTA;J J GOMES DE SOUSA;26981317000140;RUA   FLAMBOIAN;903;;JARDIM PRIMAVERA;69314-184;GLP;23/12/2025;130;;R$ / 13 kg;AMAZONGÁS
CO;GO;AGUAS LINDAS DE GOIAS;ESPEDITO ALDIR DA PONTE;22998081000101;RUA 21 QUADRA 41 LOTE 1 SALA 2;SN;;JARDIM DA BARRAGEM II;72915-970;GLP;23/12/2025;105;;R$ / 13 kg;BRANCA
S;RS;CACHOEIRA DO SUL;LUIS CARLOS MARQUES ANTUNES;12416948000101;AVENIDA BRASIL;1994;;MARINA;96505-000;GLP;23/12/2025;105;;R$ / 13 kg;LIQUIGÁS
N;PA;ALTAMIRA;ITAITUBA COMERCIO DE GAS LTDA;08367558000464;AVENIDA BRIGADEIRO EDUARDO GOMES;3355;LOTE  4 E 5;ESPLANADA DO XINGU;68372-005;GLP;23/12/2025;134;;R$ / 13 kg;LIQUIGÁS
NE;BA;ILHEUS;LC COMERCIO VAREJISTA DE GAS EIRELI;26701353000102;AVENIDA RAYMUNDO SA BARRETO;588;;JARDIM SAVOIA;45658-250;GLP;23/12/2025;130;;R$ / 13 kg;BAHIANA
SE;SP;GUARATINGUETA;B.R. BASSANELLI COMERCIO DE GAS EIRELI;22503331000187;AVENIDA   BASF;21;;ENGENHEIRO NEIVA;12521-130;GLP;23/12/2025;84,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;ARACATUBA;L. C. LIMA DA SILVA GAS;27362696000152;RUA VITALINO MACHADO;174;;CONJUNTO HABITACIONAL HILDA MANDARINO;16012-510;GLP;23/12/2025;99,99;;R$ / 13 kg;BRANCA
CO;MT;SINOP;CLAIDES LEANI DOS SANTOS;09441054000248;AVENIDA SENADOR JONAS PINHEIRO;1880;;JARDIM DAS AZALEIAS;78552-616;GLP;23/12/2025;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;EMBU DAS ARTES;VIVIANE PENTEADO LOPES DINIZ EPP;02071502000139;ESTRADA DE ITAPECERICA A CAMPO LIMPO;3124;;JARDIM DOM JOSÉ;06823-300;GLP;23/12/2025;120;;R$ / 13 kg;LIQUIGÁS
SE;RJ;BELFORD ROXO;E.B.DA FONSECA COMERCIO DE GAS;24712859000191;ESTRADA CIRCULAR;SN;LOTE  18                  QUADRA11;CHACARA SANTO ANTONIO;26172-100;GLP;23/12/2025;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;TRINDADE;DEPOSITO SILVEIRA BUENO LTDA;23388236000142;RUA 7;174;QUADRA08                  LOTE  13                  SALA  02;SETOR MONTE SINAI;75393-000;GLP;23/12/2025;95;;R$ / 13 kg;BRANCA
S;RS;CACHOEIRA DO SUL;MÔNICA DOS SANTOS FLORES - ME;08201168000258;AV BRASIL;2882;;MARINA;96505-475;GLP;23/12/2025;105;;R$ / 13 kg;ULTRAGAZ
S;RS;CANOAS;UILIAN OLIVEIRA MACHADO;27928268000144;RUA DOUTOR OLAVO FERNANDEZ;1294;;ESTANCIA VELHA;92030-790;GLP;23/12/2025;110;;R$ / 13 kg;COPA ENERGIA
S;PR;ARAUCARIA;MARQUES DE LIMA E LIMA LTDA - ME;28179403000169;RUA   CAPIVARI;354;;IGUAÇU;83701-440;GLP;23/12/2025;105;;R$ / 13 kg;ULTRAGAZ
N;RO;PIMENTA BUENO;VANILDA SOARES DA SILVA - ME;15208735000182;AV PADRE ANGELO;52;;JARDIM DAS OLIVEIRAS;76970-000;GLP;23/12/2025;150;;R$ / 13 kg;FOGAS
N;AM;MANAUS;D F SAMPAIO COMERCIO - ME;28549499000100;RUA   LUIZ DE FREITAS RIBEIRO;12;QUADRA136 CJ CN ET 2 NC 5;CIDADE NOVA;69095-250;GLP;23/12/2025;120;;R$ / 13 kg;AMAZONGÁS
N;RR;BOA VISTA;TIAGO C LIMA;15543281000104;RUA 01;146;"QUADRA 01;LOTE 28";CIDADE SATELITE;69317-477;GLP;23/12/2025;140;;R$ / 13 kg;FOGAS
N;AM;MANAUS;E. A. LIMA - COMERCIAL - ME;07126364000242;AVENIDA   7 DE MAIO;40;;SANTA ETELVINA;69059-140;GLP;23/12/2025;122;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;ELANE DE OLIVEIRA GOUVEIA - EPP;17818845000191;RUA MARIA DAS DORES DE LIMA;50;QD. 12 - CONJ. RENATO SOUZA PINTO II;CIDADE NOVA;69095-730;GLP;23/12/2025;122;;R$ / 13 kg;FOGAS
SE;ES;VILA VELHA;ROSIMEIRE DAS GRAÇAS SILVEIRA;29058421000155;RUA ANA SIQUEIRA;531;;ALECRIM;29118-015;GLP;23/12/2025;100;;R$ / 13 kg;BRANCA
SE;MG;IPATINGA;PETTERSON AUGUSTO NUNES SILVEIRA;28737142000155;RUA AVITE;20;;CANAA;35164-508;GLP;23/12/2025;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CORNELIO PROCOPIO;E. LEANDRO DA SILVA COMERCIO VAREJISTA DE GAS EIRELI;29530980000116;RUA JOAO CARLOS DE FARIA;470;;VILA INDEPENDENCIA;86300-000;GLP;23/12/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;BELO HORIZONTE;COMERCIAL CASTELO GAS LTDA;26416729000137;AVENIDA DOS ENGENHEIROS;612;;CASTELO;30840-372;GLP;23/12/2025;105;;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;DDR COMERCIO VAREJISTA DE GAS LTDA;29592884000100;RUA ANTONIO JOSE DE ARAUJO;87;;SAO BENEDITO;44573-170;GLP;23/12/2025;104;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;EMBU DAS ARTES;VANDICO LOPES SOBRINHO;27798258000131;RUA AUGUSTO DE ALMEIDA BASTISTA;2273;;JARDIM JUREMA;06813-225;GLP;23/12/2025;114,99;;R$ / 13 kg;ULTRAGAZ
N;RO;CACOAL;L. R. COMERCIO DE GAS LTDA;28873375000185;AVENIDA DAS COMUNICACOES;2598;;TEIXEIRAO;76965-638;GLP;23/12/2025;135;;R$ / 13 kg;COPA ENERGIA
SE;MG;SAO SEBASTIAO DO PARAISO;JOAO HENIO SOUZA BARROS;11566956000171;AVENIDA MONSENHOR MANCINI;1323;;VILA DALVA;37950-000;GLP;23/12/2025;94,99;;R$ / 13 kg;BRANCA
N;PA;ANANINDEUA;POSTO DE COMBUSTIVEIS CONTAINER LTDA.;26144153000104;EST DA PROVIDENCIA;357;;CIDADE NOVA;67130-670;GLP;23/12/2025;110;;R$ / 13 kg;LIQUIGÁS
SE;MG;SAO SEBASTIAO DO PARAISO;P & J COMERCIO DE GAS LTDA;29616214000179;AVENIDA OLIVEIRA REZENDE;1507;LETRA A;VILA HELENA;37950-000;GLP;23/12/2025;103;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;ANTONIO DURVAL DE OLIVEIRA;28434109000156;AVENIDA PRESIDENTE WENCESLAU BRAZ;516;;LINDOIA;81010-000;GLP;23/12/2025;99;;R$ / 13 kg;ULTRAGAZ
CO;GO;APARECIDA DE GOIANIA;FABRICIA CRISTINA TORRES RODRIGUES 73659924172;29868534000116;AVENIDA MARACANA;SN;"QUADRA 107;LOTE 21;SALA 01";JARDIM BURITI SERENO;74942-020;GLP;23/12/2025;110;;R$ / 13 kg;BRANCA
SE;RJ;TRES RIOS;IMPERIAL COMERCIO DE GAS E TRANSPORTES LTDA;29650689000181;AVENIDA PREFEITO SAMIR NASSER;1155;LOTE  A;VILA ISABEL;25812-462;GLP;23/12/2025;89,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;JANAUBA;SUPERMERCADO ASA BRANCA LIMITADA;25606385000409;AVENIDA BRASIL;465;;CENTRO;39440-000;GLP;23/12/2025;120;;R$ / 13 kg;ULTRAGAZ
SE;MG;POCOS DE CALDAS;CLAITON GAS EIRELI;30731571000167;RUA CORONEL VIRGILIO SILVA;1908;;SANTA EMILIA;37704-620;GLP;23/12/2025;117;;R$ / 13 kg;BRANCA
N;RO;CACOAL;M & B COMERCIO DE COMBUSTIVEIS LTDA;27239499000140;RODOVIA RO 383 KM 02 LOTE 26B3 GLEBA 05;S/N;SETOR PROSPERIDADE;ZONA RURAL;76960-970;GLP;23/12/2025;135;;R$ / 13 kg;BRANCA
S;RS;OSORIO;G.ISOPPO TORRES;29729529000122;AVENIDA ANGELO GABRIEL BOFF GUASSELI;1015;;CENTRO;95520-000;GLP;23/12/2025;113;;R$ / 13 kg;LIQUIGÁS
SE;SP;ITAQUAQUECETUBA;M J F DO NASCIMENTO GAS;29982954000129;ESTRADA DO CAMPO LIMPO;904;;RESIDENCIAL PAMELA;08596-020;GLP;23/12/2025;91,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;ASSIS;THIAGO ALENCAR FERREIRA 35201898874;30693395000116;RUA SILVIO BOMBONATI;677;;VILA ORESTES;19806-280;GLP;23/12/2025;110;;R$ / 13 kg;ULTRAGAZ
NE;BA;SENHOR DO BONFIM;NSBB COMERCIO DE GAS EIRELI;30954372000118;RODOVIA LOMANTO JUNIOR;35;;LOMANTO JUNIOR;48970-000;GLP;23/12/2025;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SAO LUIZ GONZAGA;R. SCHUQUEL DA LUZ LTDA;29788097000120;RUA JOAO GOULART;1750;SALA  03;GRUTA;97800-000;GLP;23/12/2025;105;;R$ / 13 kg;BRANCA
NE;PB;PATOS;REVENDEDORA DE GAS DO BRASIL LTDA;03092570001623;AVENIDA LIMA CAMPOS;SN;QUADRA12                  LOJA  09;SAO SEBASTIAO;58706-310;GLP;23/12/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MARILIA;C A BERNARDO DISTRIBUIDORA DE GAS;31258954000122;AVENIDA JOQUEI CLUBE;914;;JOQUEI CLUBE;17521-450;GLP;23/12/2025;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;UMUARAMA;GABRIEL RIBEIRO PEDRICONI GAS;31295916000140;AVENIDA ANHANGUERA;3079;CASA  FUNDOS;ZONA V;87504-290;GLP;23/12/2025;125;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;VIDEIRA;BOCO GAS VIDEIRA LTDA;27777468000143;RUA CACADOR;150;;FLORESTA;89560-047;GLP;23/12/2025;109,99;;R$ / 13 kg;BRANCA
NE;PE;OLINDA;RENAN ROSA MARQUES DEPOSITO DE GAS;10819389000155;RUA JOAO JOSE SANTIAGO;300;;FRAGOSO;53250-070;GLP;23/12/2025;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;CACERES;EXCELENCIA CANUTO LTDA;28278342000197;AVENIDA TALHAMARES;1610;SALAO 02;VILA MARIANA;78210-408;GLP;23/12/2025;125;;R$ / 13 kg;COPA ENERGIA
SE;ES;COLATINA;JONATHAN SOARES BOLZAN EIRELI;24597903000160;AVENIDA BRASIL;2247;;MARIA DAS GRACAS;29705-100;GLP;23/12/2025;100;;R$ / 13 kg;LIQUIGÁS
S;RS;BAGE;ABREU FLORES & PEREIRA LTDA;14131443000126;RUA SAO JUDAS TADEO;779;;SAO JUDAS;96418-001;GLP;23/12/2025;125;;R$ / 13 kg;BRANCA
SE;SP;JAU;BAIANO GAS COMERCIO DE GLP LTDA;31434553000186;AVENIDA JOAO FERRAZ NETTO;1872;;JARDIM FERREIRA DIAS;17209-655;GLP;23/12/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;WBN MERCADINHO LTDA;29424374000116;RUA ITAITE;20;;CIDADE NOVA;69090-327;GLP;23/12/2025;132;;R$ / 13 kg;FOGAS
SE;SP;EMBU DAS ARTES;PAIS E FILHOS COMERCIO DE GAS E AGUA LTDA;07662314000107;RUA NARUMI NAKAYAMA;1112;;JARDIM NOSSA SENHORA DE FATIMA;06816-250;GLP;23/12/2025;119,99;;R$ / 13 kg;ULTRAGAZ
NE;MA;PRESIDENTE DUTRA;J. A. FERNANDES COMERCIO DE GAS;28413278000100;RODOVIA BR 226;300;KM    206;POVOADO PEDRA BRANCA;65760-000;GLP;23/12/2025;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;PATOS;DERIVADOS DE PETROLEO CHABOCAO LTDA;08320251000408;RUA DOUTOR FRANCISCO BACAMARTE;S/N;QUADRA57-LT-08;SALGADINHO;58706-567;GLP;23/12/2025;110;;R$ / 13 kg;BAHIANA
NE;PI;PIRIPIRI;FRANCISCO DAS CHAGAS ESCORCIO DE BRITO;28931428000258;RUA PROJETADA LESTE OESTE;14;QUADRAU;PARQUE RECREIO;64260-000;GLP;23/12/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;W DA SILVA COSTA;31352821000110;RUA C-35;397;LOJA  A;DOUTOR SILVIO LEITE;69314-352;GLP;23/12/2025;132;;R$ / 13 kg;AMAZONGÁS
SE;SP;ARACATUBA;BRITO COMERCIO DE GAS E AGUA MINERAL LTDA;29236748000170;RUA VASCO DA GAMA;368;DEPOSITO GAS;JUSSARA;16021-276;GLP;23/12/2025;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
